"id","name","code","account_type","reconcile","name@vi_VN","tag_ids"
"chart6422","Office supply expenses","6422","expense","False","Chi phí vật liệu quản lý",""
"chart6423","Stationery costs","6423","expense","False","Chi phí đồ dùng văn phòng",""
"chart6424","Fixed asset depreciation","6424","expense_depreciation","False","Chi phí khấu hao TSCĐ",""
"chart6425","Taxes, fees and charges","6425","expense","False","Thuế, phí và lệ phí",""
"chart6426","Provision expenses","6426","expense","False","Chi phí dự phòng",""
"chart6427","Outside services","6427","expense","False","Chi phí dịch vụ mua ngoài",""
"chart6428","Other expenses","6428","expense","False","Chi phí bằng tiền khác",""
"chart711","Other Income","711","income_other","False","Thu nhập khác",""
"chart7111","Other Income","7111","income_other","False","Thu nhập khác","l10n_vn.operating_fin_activities,l10n_vn.investing_disposal_FA"
"chart7112","Other income - Revaluation of non-monetary assets contributed as capital or invested in other entities","7112","income_other","False","","l10n_vn.operating_fin_activities"
"chart811","Other Expenses","811","expense","False","Chi phí khác",""
"chart8111","Other expenses","8111","expense","False","Chi phí khác","l10n_vn.operating_fin_activities,l10n_vn.investing_disposal_FA"
"chart8112","Other expenses - Revaluation of non-monetary assets contributed as capital or invested in other entities","8112","expense","False","","l10n_vn.operating_fin_activities"
"chart8211","Current corporate income tax expenses according to the provisions of the Law on Corporate Income Tax","82111","expense","False","Chi phí thuế thu nhập doanh nghiệp hiện hành theo quy định của Luật thuế thu nhập doanh nghiệp","l10n_vn.operating_paid_CIT"
"chart82112","Additional corporate income tax expense under the global minimum tax rules","82112","expense","False","Chi phí thuế thu nhập doanh nghiệp bổ sung theo quy định về thuế tối thiểu toàn cầu","l10n_vn.operating_paid_CIT"
"chart8212","Deferred tax expense","8212","expense","False","Chi phí thuế thu nhập doanh nghiệp hoãn lại","l10n_vn.operating_paid_CIT"
"chart911","Income Summary","911","equity_unaffected","False","Xác định kết quả kinh doanh",""
